
This hub-height turbulence-parameter file was generated by TurbSim (v2.00.06a-bjj, 6-Jun-2016) on 07-Jun-2016 at 10:43:29.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   0.00   11.781   11.790   11.794    0.465    0.326   -0.396    0.465    0.326   -0.129   -0.185    0.152    0.240    0.136
   0.05   11.742   11.742   11.745    0.038    0.236   -0.435    0.038    0.236   -0.102   -0.017    0.009    0.123    0.052
   0.10   11.641   11.642   11.647    0.187    0.350   -0.536    0.187    0.350   -0.188   -0.100    0.065    0.223    0.111
   0.15   11.796   11.799   11.799    0.259   -0.062   -0.381    0.259   -0.062    0.024   -0.099   -0.016    0.108    0.051
   0.20   11.874   11.879   11.879    0.325   -0.022   -0.303    0.325   -0.022    0.007   -0.099   -0.007    0.099    0.050
   0.25   11.957   11.959   11.959    0.220   -0.064   -0.220    0.220   -0.064    0.014   -0.048   -0.014    0.050    0.026
   0.30   11.795   11.795   11.797    0.143    0.184   -0.382    0.143    0.184   -0.070   -0.055    0.026    0.100    0.046
   0.35   12.001   12.006   12.007    0.344    0.164   -0.176    0.344    0.164   -0.029   -0.060    0.056    0.088    0.044
   0.40   11.939   11.950   11.957    0.497    0.423   -0.238    0.497    0.423   -0.101   -0.118    0.210    0.241    0.131
   0.45   12.052   12.067   12.080    0.587    0.578   -0.125    0.587    0.578   -0.072   -0.073    0.339    0.347    0.177
   0.50   12.139   12.147   12.152    0.444    0.351   -0.038    0.444    0.351   -0.013   -0.017    0.156    0.161    0.079
   0.55   12.200   12.213   12.218    0.560    0.346    0.023    0.560    0.346    0.008    0.013    0.194    0.217    0.097
   0.60   11.938   11.947   11.949    0.464    0.236   -0.239    0.464    0.236   -0.057   -0.111    0.110    0.164    0.083
   0.65   12.008   12.034   12.037    0.796    0.285   -0.169    0.796    0.285   -0.048   -0.135    0.227    0.372    0.134
   0.70   12.066   12.085   12.085    0.663    0.006   -0.111    0.663    0.006   -0.001   -0.073    0.004    0.226    0.037
   0.75   12.251   12.268   12.270    0.637   -0.249    0.074    0.637   -0.249   -0.018    0.047   -0.158    0.236    0.083
   0.80   12.172   12.179   12.181    0.398   -0.228   -0.005    0.398   -0.228    0.001   -0.002   -0.091    0.105    0.046
   0.85   12.185   12.189   12.190    0.290   -0.149    0.008    0.290   -0.149   -0.001    0.002   -0.043    0.053    0.022
   0.90   12.452   12.466   12.467    0.591   -0.165    0.275    0.591   -0.165   -0.045    0.162   -0.098    0.226    0.097
   0.95   12.413   12.425   12.429    0.543   -0.319    0.236    0.543   -0.319   -0.075    0.128   -0.173    0.226    0.114
   1.00   12.472   12.474   12.496    0.207   -0.746    0.295    0.207   -0.746   -0.220    0.061   -0.154    0.343    0.138
   1.05   12.615   12.615   12.627    0.033   -0.550    0.438    0.033   -0.550   -0.241    0.014   -0.018    0.248    0.121
   1.10   12.812   12.813   12.825    0.149   -0.569    0.635    0.149   -0.569   -0.361    0.095   -0.085    0.374    0.191
   1.15   12.520   12.520   12.528   -0.086   -0.429    0.343   -0.086   -0.429   -0.147   -0.029    0.037    0.154    0.077
   1.20   12.370   12.379   12.391   -0.471   -0.531    0.193   -0.471   -0.531   -0.103   -0.091    0.250    0.270    0.143
   1.25   12.672   12.680   12.705   -0.450   -0.783    0.495   -0.450   -0.783   -0.388   -0.223    0.352    0.531    0.285
   1.30   12.672   12.675   12.712   -0.288   -0.973    0.495   -0.288   -0.973   -0.481   -0.143    0.281    0.637    0.287
   1.35   12.811   12.813   12.841   -0.220   -0.846    0.634   -0.220   -0.846   -0.536   -0.139    0.186    0.583    0.292
   1.40   13.063   13.063   13.091   -0.019   -0.860    0.886   -0.019   -0.860   -0.762   -0.017    0.016    0.762    0.381
   1.45   12.914   12.915   12.929    0.083   -0.610    0.737    0.083   -0.610   -0.450    0.061   -0.051    0.461    0.228
   1.50   12.721   12.721   12.728   -0.003   -0.397    0.544   -0.003   -0.397   -0.216   -0.001    0.001    0.227    0.108
   1.55   12.720   12.722   12.726    0.191   -0.318    0.543    0.191   -0.318   -0.173    0.104   -0.061    0.216    0.105
   1.60   12.788   12.788   12.807    0.104   -0.690    0.611    0.104   -0.690   -0.421    0.064   -0.072    0.430    0.216
   1.65   13.015   13.023   13.040    0.463   -0.665    0.838    0.463   -0.665   -0.557    0.388   -0.308    0.679    0.373
   1.70   12.671   12.674   12.692    0.275   -0.678    0.494    0.275   -0.678   -0.335    0.136   -0.187    0.390    0.204
   1.75   12.579   12.579   12.600   -0.115   -0.718    0.402   -0.115   -0.718   -0.288   -0.046    0.082    0.345    0.152
   1.80   12.561   12.564   12.576    0.273   -0.551    0.384    0.273   -0.551   -0.212    0.105   -0.150    0.263    0.140
   1.85   12.533   12.537   12.557    0.316   -0.710    0.356    0.316   -0.710   -0.253    0.112   -0.224    0.365    0.178
   1.90   12.663   12.664   12.687    0.120   -0.772    0.486    0.120   -0.772   -0.375    0.058   -0.093    0.423    0.195
   1.95   12.713   12.721   12.745    0.432   -0.783    0.536    0.432   -0.783   -0.420    0.231   -0.338    0.544    0.293
   2.00   12.706   12.724   12.742    0.688   -0.667    0.529    0.688   -0.667   -0.353    0.364   -0.459    0.599    0.342
   2.05   12.559   12.574   12.603    0.615   -0.856    0.382    0.615   -0.856   -0.327    0.235   -0.526    0.628    0.331
   2.10   12.505   12.507   12.548    0.236   -1.004    0.328    0.236   -1.004   -0.329    0.077   -0.237    0.586    0.207
   2.15   12.679   12.679   12.724    0.148   -1.060    0.502    0.148   -1.060   -0.532    0.074   -0.157    0.698    0.280
   2.20   12.314   12.314   12.358   -0.027   -1.047    0.137   -0.027   -1.047   -0.143   -0.004    0.028    0.557    0.073
   2.25   12.604   12.604   12.653   -0.041   -1.111    0.427   -0.041   -1.111   -0.474   -0.018    0.046    0.709    0.238
   2.30   12.559   12.560   12.610   -0.174   -1.122    0.382   -0.174   -1.122   -0.429   -0.066    0.195    0.717    0.238
   2.35   12.501   12.501   12.539   -0.050   -0.975    0.324   -0.050   -0.975   -0.315   -0.016    0.048    0.529    0.160
   2.40   12.257   12.263   12.296   -0.390   -0.902    0.080   -0.390   -0.902   -0.072   -0.031    0.352    0.486    0.180
   2.45   11.999   12.001   12.024   -0.193   -0.743   -0.178   -0.193   -0.743    0.132    0.034    0.144    0.311    0.099
   2.50   12.284   12.288   12.296   -0.317   -0.455    0.107   -0.317   -0.455   -0.049   -0.034    0.144    0.160    0.078
   2.55   12.281   12.289   12.295   -0.432   -0.376    0.104   -0.432   -0.376   -0.039   -0.045    0.163    0.170    0.087
   2.60   12.276   12.277   12.286   -0.183   -0.464    0.099   -0.183   -0.464   -0.046   -0.018    0.085    0.129    0.049
   2.65   11.974   11.981   12.001   -0.397   -0.691   -0.203   -0.397   -0.691    0.140    0.081    0.274    0.338    0.159
   2.70   12.079   12.079   12.089   -0.033   -0.484   -0.098   -0.033   -0.484    0.048    0.003    0.016    0.122    0.025
   2.75   12.464   12.465   12.479   -0.144   -0.590    0.287   -0.144   -0.590   -0.169   -0.041    0.085    0.225    0.097
   2.80   12.193   12.206   12.231   -0.564   -0.780    0.016   -0.564   -0.780   -0.012   -0.009    0.440    0.464    0.220
   2.85   12.426   12.426   12.438   -0.124   -0.534    0.249   -0.124   -0.534   -0.133   -0.031    0.066    0.182    0.076
   2.90   12.381   12.382   12.399   -0.143   -0.656    0.204   -0.143   -0.656   -0.134   -0.029    0.094    0.246    0.083
   2.95   12.158   12.161   12.184   -0.264   -0.750   -0.019   -0.264   -0.750    0.014    0.005    0.198    0.316    0.099
   3.00   12.297   12.297   12.315   -0.008   -0.653    0.120   -0.008   -0.653   -0.078   -0.001    0.005    0.220    0.039
   3.05   12.347   12.348   12.377   -0.155   -0.839    0.170   -0.155   -0.839   -0.143   -0.026    0.130    0.378    0.097
   3.10   12.412   12.414   12.461   -0.225   -1.091    0.235   -0.225   -1.091   -0.256   -0.053    0.245    0.647    0.179
   3.15   12.307   12.312   12.346   -0.362   -0.909    0.130   -0.362   -0.909   -0.118   -0.047    0.329    0.487    0.176
   3.20   12.140   12.143   12.176   -0.261   -0.896   -0.037   -0.261   -0.896    0.033    0.010    0.234    0.436    0.118
   3.25   12.178   12.182   12.218   -0.336   -0.939    0.001   -0.336   -0.939   -0.001   -0.000    0.315    0.497    0.158
   3.30   12.433   12.434   12.466   -0.055   -0.904    0.256   -0.055   -0.904   -0.232   -0.014    0.050    0.443    0.119
   3.35   12.340   12.341   12.377   -0.148   -0.952    0.163   -0.148   -0.952   -0.155   -0.024    0.141    0.477    0.105
   3.40   12.368   12.368   12.420   -0.072   -1.136    0.191   -0.072   -1.136   -0.216   -0.014    0.082    0.666    0.116
   3.45   12.205   12.205   12.246   -0.050   -1.003    0.028   -0.050   -1.003   -0.028   -0.001    0.050    0.505    0.029
   3.50   12.158   12.158   12.200    0.074   -1.014   -0.019    0.074   -1.014    0.020   -0.001   -0.075    0.517    0.039
   3.55   12.169   12.170   12.230    0.171   -1.209   -0.008    0.171   -1.209    0.010   -0.001   -0.207    0.746    0.104
   3.60   12.013   12.017   12.064    0.324   -1.066   -0.164    0.324   -1.066    0.175   -0.053   -0.345    0.634    0.195
   3.65   12.332   12.345   12.369    0.554   -0.784    0.155    0.554   -0.784   -0.122    0.086   -0.435    0.473    0.230
   3.70   12.169   12.169   12.204    0.080   -0.915   -0.008    0.080   -0.915    0.007   -0.001   -0.073    0.422    0.037
   3.75   12.052   12.057   12.091   -0.341   -0.911   -0.125   -0.341   -0.911    0.114    0.043    0.311    0.481    0.167
   3.80   12.214   12.215   12.225   -0.081   -0.507    0.037   -0.081   -0.507   -0.019   -0.003    0.041    0.132    0.023
   3.85   11.892   11.896   11.905   -0.303   -0.443   -0.285   -0.303   -0.443    0.126    0.086    0.134    0.185    0.102
   3.90   11.778   11.805   11.808   -0.795   -0.271   -0.399   -0.795   -0.271    0.108    0.318    0.215    0.433    0.199
   3.95   11.816   11.829   11.846   -0.555   -0.643   -0.362   -0.555   -0.643    0.232    0.201    0.357    0.426    0.235
   4.00   11.836   11.838   11.852   -0.222   -0.570   -0.341   -0.222   -0.570    0.194    0.076    0.126    0.245    0.122
   4.05   11.550   11.559   11.598   -0.471   -0.947   -0.627   -0.471   -0.947    0.594    0.295    0.446    0.756    0.400
   4.10   11.240   11.242   11.283   -0.195   -0.958   -0.937   -0.195   -0.958    0.898    0.183    0.187    0.917    0.468
   4.15   11.405   11.409   11.426    0.279   -0.624   -0.772    0.279   -0.624    0.482   -0.215   -0.174    0.532    0.278
   4.20   11.421   11.423   11.432    0.208   -0.439   -0.756    0.208   -0.439    0.332   -0.157   -0.091    0.404    0.189
   4.25   11.320   11.320   11.346   -0.103   -0.758   -0.857   -0.103   -0.758    0.650    0.088    0.078    0.660    0.330
   4.30   11.443   11.443   11.478   -0.076   -0.895   -0.734   -0.076   -0.895    0.657    0.056    0.068    0.673    0.331
   4.35   11.290   11.295   11.314   -0.310   -0.669   -0.887   -0.310   -0.669    0.593    0.275    0.207    0.665    0.343
   4.40   11.244   11.244   11.255   -0.062   -0.488   -0.933   -0.062   -0.488    0.456    0.058    0.030    0.557    0.230
   4.45   11.145   11.151   11.168    0.386   -0.607   -1.032    0.386   -0.607    0.626   -0.398   -0.234    0.791    0.389
   4.50   11.369   11.385   11.403    0.607   -0.628   -0.808    0.607   -0.628    0.508   -0.490   -0.381    0.708    0.401
   4.55   11.255   11.260   11.297    0.361   -0.908   -0.922    0.361   -0.908    0.838   -0.333   -0.328    0.903    0.480
   4.60   11.111   11.115   11.141   -0.298   -0.762   -1.066   -0.298   -0.762    0.812    0.318    0.227    0.903    0.451
   4.65   11.124   11.142   11.183   -0.640   -0.952   -1.053   -0.640   -0.952    1.003    0.674    0.610    1.213    0.677
   4.70   11.132   11.158   11.227   -0.760   -1.241   -1.045   -0.760   -1.241    1.296    0.794    0.943    1.604    0.894
   4.75   11.055   11.070   11.110   -0.578   -0.947   -1.122   -0.578   -0.947    1.063    0.649    0.547    1.245    0.680
   4.80   11.318   11.343   11.389   -0.752   -1.022   -0.859   -0.752   -1.022    0.878    0.646    0.769    1.175    0.667
   4.85   11.361   11.397   11.420   -0.905   -0.719   -0.816   -0.905   -0.719    0.587    0.739    0.651    1.001    0.573
   4.90   11.226   11.275   11.289   -1.047   -0.563   -0.951   -1.047   -0.563    0.535    0.995    0.589    1.158    0.637
   4.95   11.419   11.447   11.465   -0.795   -0.642   -0.758   -0.795   -0.642    0.486    0.602    0.510    0.809    0.464
   5.00   11.329   11.341   11.362   -0.516   -0.696   -0.848   -0.516   -0.696    0.590    0.438    0.359    0.735    0.409
   5.05   11.286   11.318   11.342   -0.855   -0.727   -0.891   -0.855   -0.727    0.648    0.762    0.622    1.027    0.589
   5.10   11.172   11.219   11.251   -1.030   -0.853   -1.006   -1.030   -0.853    0.858    1.036    0.879    1.400    0.803
   5.15   11.272   11.325   11.365   -1.097   -0.958   -0.905   -1.097   -0.958    0.867    0.993    1.051    1.470    0.843
   5.20   11.420   11.482   11.508   -1.190   -0.783   -0.757   -1.190   -0.783    0.593    0.901    0.932    1.302    0.713
   5.25   11.187   11.263   11.299   -1.305   -0.903   -0.990   -1.305   -0.903    0.894    1.291    1.178    1.749    0.982
   5.30   11.347   11.395   11.412   -1.039   -0.633   -0.830   -1.039   -0.633    0.525    0.862    0.658    1.084    0.602
   5.35   11.428   11.447   11.450   -0.658   -0.262   -0.749   -0.658   -0.262    0.196    0.493    0.172    0.531    0.279
   5.40   11.402   11.444   11.446   -0.979   -0.195   -0.775   -0.979   -0.195    0.151    0.758    0.191    0.798    0.398
   5.45   11.550   11.612   11.616   -1.202   -0.314   -0.627   -1.202   -0.314    0.197    0.754    0.377    0.969    0.433
   5.50   11.522   11.600   11.609   -1.337   -0.464   -0.655   -1.337   -0.464    0.304    0.875    0.621    1.216    0.558
   5.55   11.677   11.704   11.710   -0.795   -0.392   -0.500   -0.795   -0.392    0.196    0.398    0.311    0.518    0.271
   5.60   11.506   11.521   11.521   -0.583   -0.041   -0.671   -0.583   -0.041    0.027    0.391    0.024    0.395    0.196
   5.65   11.496   11.505   11.506   -0.461   -0.091   -0.681   -0.461   -0.091    0.062    0.314    0.042    0.342    0.161
   5.70   11.591   11.593   11.593   -0.184   -0.098   -0.586   -0.184   -0.098    0.057    0.108    0.018    0.193    0.062
   5.75   11.874   11.886   11.887   -0.532   -0.120   -0.303   -0.532   -0.120    0.036    0.161    0.064    0.195    0.089
   5.80   11.746   11.760   11.763   -0.573   -0.238   -0.431   -0.573   -0.238    0.102    0.247    0.136    0.286    0.150
   5.85   11.605   11.627   11.631   -0.713   -0.309   -0.572   -0.713   -0.309    0.177    0.408    0.220    0.465    0.248
   5.90   11.513   11.528   11.534   -0.583   -0.362   -0.664   -0.583   -0.362    0.240    0.387    0.211    0.456    0.251
   5.95   11.697   11.707   11.721   -0.475   -0.575   -0.480   -0.475   -0.575    0.276    0.228    0.273    0.393    0.225
   6.00   11.965   11.970   11.979   -0.334   -0.468   -0.212   -0.334   -0.468    0.099    0.071    0.156    0.187    0.099
