
This hub-height turbulence-parameter file was generated by TurbSim (v2.00.06a-bjj, 6-Jun-2016) on 07-Jun-2016 at 10:43:29.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  50.55   11.032   11.032   11.034    0.062    0.241   -1.145    0.062    0.241   -0.276   -0.070    0.015    0.687    0.143
  50.60   10.982   10.983   10.986   -0.160    0.229   -1.195   -0.160    0.229   -0.274    0.191   -0.037    0.753    0.168
  50.65   11.058   11.059   11.066   -0.121    0.418   -1.119   -0.121    0.418   -0.468    0.135   -0.050    0.721    0.245
  50.70   11.125   11.125   11.129    0.094    0.301   -1.052    0.094    0.301   -0.317   -0.099    0.028    0.604    0.167
  50.75   11.098   11.098   11.100    0.119    0.212   -1.079    0.119    0.212   -0.228   -0.129    0.025    0.612    0.132
  50.80   11.314   11.314   11.315    0.016    0.192   -0.863    0.016    0.192   -0.166   -0.014    0.003    0.391    0.083
  50.85   11.179   11.180   11.180   -0.165   -0.011   -0.998   -0.165   -0.011    0.011    0.165    0.002    0.512    0.083
  50.90   11.208   11.208   11.208   -0.026    0.068   -0.969   -0.026    0.068   -0.066    0.025   -0.002    0.472    0.035
  50.95   11.436   11.440   11.445    0.289    0.323   -0.741    0.289    0.323   -0.239   -0.214    0.093    0.368    0.167
  51.00   11.146   11.149   11.152   -0.262    0.277   -1.031   -0.262    0.277   -0.286    0.270   -0.073    0.605    0.200
  51.05   11.525   11.525   11.532   -0.081    0.387   -0.652   -0.081    0.387   -0.252    0.053   -0.031    0.291    0.130
  51.10   11.515   11.516   11.529    0.165    0.548   -0.662    0.165    0.548   -0.363   -0.109    0.090    0.383    0.195
  51.15   11.565   11.566   11.581    0.172    0.589   -0.612    0.172    0.589   -0.360   -0.105    0.101    0.375    0.194
  51.20   11.930   11.933   11.950    0.260    0.639   -0.247    0.260    0.639   -0.158   -0.064    0.166    0.268    0.119
  51.25   11.735   11.736   11.748    0.095    0.533   -0.442    0.095    0.533   -0.236   -0.042    0.051    0.244    0.122
  51.30   11.866   11.869   11.886    0.256    0.642   -0.311    0.256    0.642   -0.199   -0.080    0.165    0.287    0.135
  51.35   11.761   11.767   11.783    0.390    0.608   -0.416    0.390    0.608   -0.253   -0.162    0.237    0.347    0.191
  51.40   12.023   12.027   12.042    0.284    0.612   -0.154    0.284    0.612   -0.094   -0.044    0.174    0.239    0.101
  51.45   12.151   12.152   12.171    0.180    0.670   -0.026    0.180    0.670   -0.017   -0.005    0.120    0.241    0.061
  51.50   12.184   12.184   12.195   -0.026    0.530    0.007   -0.026    0.530    0.004   -0.000   -0.014    0.141    0.007
  51.55   12.233   12.233   12.247   -0.019    0.596    0.056   -0.019    0.596    0.033   -0.001   -0.011    0.179    0.017
  51.60   12.386   12.390   12.394   -0.307    0.342    0.209   -0.307    0.342    0.071   -0.064   -0.105    0.127    0.071
  51.65   12.114   12.128   12.129   -0.595    0.140   -0.063   -0.595    0.140   -0.009    0.038   -0.083    0.189    0.046
  51.70   11.875   11.899   11.903   -0.745    0.329   -0.302   -0.745    0.329   -0.099    0.225   -0.245    0.377    0.174
  51.75   11.614   11.639   11.645   -0.761    0.365   -0.563   -0.761    0.365   -0.205    0.428   -0.278    0.515    0.275
  51.80   11.378   11.445   11.465   -1.243    0.670   -0.799   -1.243    0.670   -0.536    0.993   -0.833    1.316    0.701
  51.85   11.672   11.710   11.719   -0.949    0.435   -0.505   -0.949    0.435   -0.220    0.479   -0.413    0.672    0.335
  51.90   11.629   11.668   11.682   -0.953    0.574   -0.548   -0.953    0.574   -0.314    0.522   -0.547    0.769    0.409
  51.95   11.736   11.780   11.789   -1.012    0.474   -0.441   -1.012    0.474   -0.209    0.446   -0.479    0.721    0.344
  52.00   11.598   11.654   11.660   -1.148    0.366   -0.579   -1.148    0.366   -0.212    0.665   -0.420    0.893    0.407
  52.05   11.353   11.419   11.424   -1.222    0.341   -0.824   -1.222    0.341   -0.281    1.007   -0.416    1.144    0.563
  52.10   11.369   11.421   11.429   -1.085    0.433   -0.808   -1.085    0.433   -0.350    0.877   -0.470    1.009    0.527
  52.15   11.293   11.343   11.346   -1.061    0.271   -0.884   -1.061    0.271   -0.239    0.938   -0.287    0.991    0.505
  52.20   11.081   11.115   11.122   -0.866    0.412   -1.096   -0.866    0.412   -0.451    0.949   -0.356    1.060    0.555
  52.25   10.987   11.022   11.052   -0.871    0.813   -1.190   -0.871    0.813   -0.968    1.036   -0.708    1.418    0.792
  52.30   11.051   11.086   11.129   -0.882    0.970   -1.126   -0.882    0.970   -1.092    0.992   -0.855    1.492    0.853
  52.35   11.155   11.195   11.225   -0.942    0.831   -1.022   -0.942    0.831   -0.850    0.963   -0.783    1.312    0.752
  52.40   10.661   10.692   10.724   -0.814    0.827   -1.516   -0.814    0.827   -1.253    1.234   -0.673    1.822    0.941
  52.45   10.584   10.611   10.640   -0.757    0.782   -1.593   -0.757    0.782   -1.246    1.205   -0.592    1.861    0.916
  52.50   10.576   10.598   10.616   -0.680    0.630   -1.601   -0.680    0.630   -1.009    1.089   -0.429    1.712    0.773
  52.55   10.447   10.491   10.527   -0.966    0.869   -1.730   -0.966    0.869   -1.503    1.671   -0.839    2.340    1.199
  52.60   10.236   10.302   10.396   -1.159    1.393   -1.941   -1.159    1.393   -2.703    2.249   -1.614    3.524    1.934
  52.65   10.195   10.246   10.366   -1.021    1.568   -1.982   -1.021    1.568   -3.108    2.023   -1.601    3.714    2.020
  52.70    9.942   10.039   10.134   -1.391    1.383   -2.235   -1.391    1.383   -3.090    3.108   -1.923    4.421    2.393
  52.75   10.111   10.168   10.286   -1.074    1.554   -2.066   -1.074    1.554   -3.211    2.220   -1.669    3.919    2.123
  52.80   10.296   10.335   10.448   -0.889    1.536   -1.881   -0.889    1.536   -2.888    1.672   -1.365    3.343    1.803
  52.85   10.153   10.203   10.294   -1.005    1.370   -2.024   -1.005    1.370   -2.774    2.035   -1.377    3.493    1.853
  52.90   10.134   10.201   10.247   -1.171    0.968   -2.043   -1.171    0.968   -1.977    2.392   -1.133    3.241    1.652
  52.95   10.061   10.115   10.171   -1.044    1.070   -2.116   -1.044    1.070   -2.264    2.210   -1.117    3.357    1.677
  53.00    9.888    9.963   10.040   -1.219    1.248   -2.289   -1.219    1.248   -2.858    2.792   -1.522    4.143    2.138
  53.05    9.723    9.777    9.862   -1.027    1.297   -2.454   -1.027    1.297   -3.184    2.521   -1.333    4.381    2.137
  53.10    9.788    9.861    9.959   -1.197    1.392   -2.389   -1.197    1.392   -3.325    2.860   -1.667    4.539    2.346
  53.15   10.249   10.327   10.442   -1.269    1.545   -1.928   -1.269    1.545   -2.979    2.448   -1.961    3.859    2.163
  53.20   10.383   10.465   10.565   -1.306    1.449   -1.794   -1.306    1.449   -2.599    2.342   -1.892    3.511    1.989
  53.25   10.193   10.306   10.458   -1.518    1.780   -1.984   -1.518    1.780   -3.531    3.012   -2.702    4.704    2.685
  53.30   10.448   10.539   10.745   -1.377    2.094   -1.729   -1.377    2.094   -3.620    2.381   -2.884    4.635    2.603
  53.35   10.382   10.445   10.647   -1.153    2.059   -1.795   -1.153    2.059   -3.697    2.070   -2.375    4.397    2.429
  53.40   10.362   10.432   10.551   -1.201    1.584   -1.815   -1.201    1.584   -2.875    2.179   -1.902    3.622    2.039
  53.45   10.305   10.335   10.495   -0.782    1.826   -1.872   -0.782    1.826   -3.418    1.464   -1.428    3.724    1.991
  53.50   10.282   10.294   10.498   -0.502    2.058   -1.895   -0.502    2.058   -3.899    0.951   -1.032    4.038    2.072
  53.55   10.125   10.146   10.357   -0.651    2.079   -2.052   -0.651    2.079   -4.267    1.336   -1.354    4.479    2.336
  53.60   10.101   10.158   10.367   -1.075    2.071   -2.076   -1.075    2.071   -4.300    2.232   -2.226    4.878    2.666
  53.65   10.438   10.467   10.599   -0.779    1.664   -1.739   -0.779    1.664   -2.893    1.355   -1.297    3.199    1.724
  53.70   10.509   10.523   10.653   -0.539    1.660   -1.668   -0.539    1.660   -2.769    0.900   -0.895    2.914    1.523
  53.75   10.726   10.735   10.863   -0.429    1.662   -1.451   -0.429    1.662   -2.411    0.623   -0.713    2.525    1.295
  53.80   10.839   10.848   10.981   -0.442    1.708   -1.338   -0.442    1.708   -2.285    0.591   -0.754    2.451    1.239
  53.85   10.912   10.915   10.999   -0.286    1.350   -1.265   -0.286    1.350   -1.709    0.362   -0.387    1.753    0.894
  53.90   10.963   10.969   11.037   -0.342    1.229   -1.214   -0.342    1.229   -1.492    0.415   -0.421    1.550    0.802
  53.95   10.542   10.556   10.630   -0.536    1.257   -1.635   -0.536    1.257   -2.056    0.877   -0.674    2.271    1.167
  54.00   10.390   10.410   10.469   -0.650    1.108   -1.787   -0.650    1.108   -1.981    1.162   -0.720    2.423    1.203
  54.05   10.517   10.530   10.591   -0.529    1.128   -1.660   -0.529    1.128   -1.872    0.878   -0.596    2.154    1.076
  54.10   10.449   10.455   10.534   -0.368    1.285   -1.728   -0.368    1.285   -2.221    0.635   -0.472    2.387    1.179
  54.15   10.394   10.404   10.484   -0.446    1.294   -1.783   -0.446    1.294   -2.306    0.795   -0.577    2.526    1.254
  54.20   10.239   10.244   10.317   -0.304    1.230   -1.938   -0.304    1.230   -2.384    0.590   -0.374    2.681    1.242
  54.25   10.051   10.052   10.164   -0.111    1.507   -2.126   -0.111    1.507   -3.203    0.235   -0.167    3.401    1.608
  54.30   10.006   10.008   10.133   -0.197    1.583   -2.171   -0.197    1.583   -3.435    0.427   -0.311    3.628    1.738
  54.35    9.971    9.982   10.122   -0.475    1.674   -2.206   -0.475    1.674   -3.692    1.048   -0.795    3.946    1.960
  54.40   10.008   10.016   10.146   -0.401    1.619   -2.169   -0.401    1.619   -3.511    0.870   -0.649    3.742    1.837
  54.45   10.101   10.102   10.257   -0.137    1.779   -2.076   -0.137    1.779   -3.693    0.285   -0.244    3.747    1.856
  54.50   10.283   10.284   10.374   -0.151    1.367   -1.894   -0.151    1.367   -2.589    0.285   -0.206    2.740    1.306
  54.55   10.431   10.432   10.508    0.136    1.257   -1.746    0.136    1.257   -2.195   -0.238    0.171    2.324    1.107
  54.60   10.439   10.452   10.526    0.524    1.250   -1.738    0.524    1.250   -2.174   -0.911    0.655    2.430    1.223
  54.65   10.200   10.209   10.314    0.414    1.467   -1.977    0.414    1.467   -2.899   -0.819    0.608    3.115    1.536
  54.70   10.329   10.329   10.390   -0.099    1.123   -1.848   -0.099    1.123   -2.075    0.182   -0.111    2.343    1.043
  54.75   10.199   10.201   10.259   -0.193    1.095   -1.978   -0.193    1.095   -2.166    0.382   -0.212    2.575    1.105
  54.80   10.157   10.171   10.216   -0.526    0.960   -2.020   -0.526    0.960   -1.939    1.061   -0.504    2.639    1.134
  54.85   10.423   10.428   10.539   -0.322    1.529   -1.754   -0.322    1.529   -2.681    0.565   -0.492    2.759    1.392
  54.90   10.682   10.684   10.795   -0.209    1.545   -1.495   -0.209    1.545   -2.310    0.313   -0.323    2.334    1.177
  54.95   10.712   10.717   10.821   -0.345    1.493   -1.465   -0.345    1.493   -2.188    0.506   -0.515    2.248    1.152
  55.00   10.615   10.615   10.729   -0.006    1.562   -1.562   -0.006    1.562   -2.441    0.010   -0.010    2.441    1.220
  55.05   10.410   10.410   10.519   -0.036    1.508   -1.767   -0.036    1.508   -2.664    0.064   -0.054    2.698    1.333
  55.10   10.466   10.466   10.540   -0.128    1.240   -1.711   -0.128    1.240   -2.122    0.219   -0.159    2.241    1.070
  55.15   10.433   10.435   10.490   -0.182    1.074   -1.744   -0.182    1.074   -1.874    0.318   -0.196    2.114    0.955
  55.20   10.663   10.666   10.707   -0.258    0.943   -1.514   -0.258    0.943   -1.428    0.391   -0.244    1.624    0.750
  55.25   10.701   10.707   10.747   -0.360    0.925   -1.476   -0.360    0.925   -1.366    0.532   -0.333    1.582    0.752
  55.30   10.754   10.758   10.806   -0.322    1.011   -1.423   -0.322    1.011   -1.439    0.458   -0.325    1.576    0.772
  55.35   10.524   10.535   10.569   -0.488    0.843   -1.653   -0.488    0.843   -1.394    0.806   -0.411    1.841    0.831
  55.40   10.814   10.816   10.843   -0.214    0.763   -1.363   -0.214    0.763   -1.039    0.292   -0.163    1.242    0.546
  55.45   10.800   10.801   10.835   -0.070    0.866   -1.377   -0.070    0.866   -1.192    0.096   -0.060    1.325    0.599
  55.50   10.566   10.567   10.579   -0.145    0.508   -1.611   -0.145    0.508   -0.819    0.233   -0.074    1.438    0.427
  55.55   10.655   10.655   10.678    0.133    0.701   -1.522    0.133    0.701   -1.067   -0.203    0.094    1.414    0.545
  55.60   10.590   10.592   10.629    0.184    0.892   -1.587    0.184    0.892   -1.415   -0.291    0.164    1.673    0.727
  55.65   10.777   10.779   10.811    0.181    0.833   -1.400    0.181    0.833   -1.166   -0.254    0.151    1.343    0.601
  55.70   10.684   10.684   10.698   -0.083    0.537   -1.493   -0.083    0.537   -0.802    0.125   -0.045    1.262    0.406
  55.75   10.827   10.828   10.833   -0.109    0.342   -1.350   -0.109    0.342   -0.462    0.148   -0.037    0.975    0.243
  55.80   10.927   10.930   10.931   -0.269    0.108   -1.250   -0.269    0.108   -0.135    0.336   -0.029    0.823    0.182
  55.85   10.947   10.948   10.955    0.154    0.379   -1.230    0.154    0.379   -0.466   -0.189    0.058    0.840    0.253
  55.90   11.256   11.256   11.272    0.012    0.596   -0.921    0.012    0.596   -0.549   -0.011    0.007    0.602    0.275
  55.95   11.147   11.147   11.170   -0.022    0.715   -1.030   -0.022    0.715   -0.737    0.023   -0.016    0.786    0.369
  56.00   11.160   11.161   11.183   -0.111    0.701   -1.017   -0.111    0.701   -0.713    0.113   -0.078    0.769    0.363
  56.05   10.909   10.910   10.931   -0.201    0.674   -1.268   -0.201    0.674   -0.855    0.255   -0.136    1.052    0.451
  56.10   10.906   10.906   10.939    0.067    0.847   -1.271    0.067    0.847   -1.076   -0.085    0.056    1.168    0.540
  56.15   10.730   10.731   10.750   -0.145    0.640   -1.447   -0.145    0.640   -0.926    0.209   -0.093    1.263    0.477
  56.20   10.508   10.521   10.536   -0.518    0.574   -1.669   -0.518    0.574   -0.957    0.865   -0.297    1.692    0.662
  56.25   10.397   10.416   10.424   -0.624    0.422   -1.780   -0.624    0.422   -0.751    1.111   -0.263    1.868    0.683
  56.30   10.417   10.456   10.485   -0.895    0.779   -1.760   -0.895    0.779   -1.371    1.575   -0.697    2.252    1.101
  56.35   10.643   10.687   10.709   -0.975    0.680   -1.534   -0.975    0.680   -1.044    1.497   -0.664    1.884    0.971
  56.40   10.710   10.768   10.774   -1.110    0.349   -1.467   -1.110    0.349   -0.512    1.628   -0.387    1.752    0.875
  56.45   10.968   11.020   11.024   -1.067    0.297   -1.209   -1.067    0.297   -0.359    1.289   -0.316    1.343    0.688
  56.50   11.085   11.141   11.146   -1.118    0.324   -1.092   -1.118    0.324   -0.353    1.221   -0.362    1.273    0.661
  56.55   10.972   11.051   11.056   -1.317    0.359   -1.205   -1.317    0.359   -0.432    1.587   -0.472    1.657    0.855
  56.60   10.902   10.997   11.004   -1.447    0.385   -1.275   -1.447    0.385   -0.491    1.845   -0.557    1.934    0.994
  56.65   10.935   11.041   11.042   -1.529    0.147   -1.242   -1.529    0.147   -0.183    1.900   -0.225    1.952    0.961
  56.70   11.031   11.121   11.121   -1.410   -0.127   -1.146   -1.410   -0.127    0.146    1.616    0.179    1.659    0.816
  56.75   11.009   11.102   11.110   -1.436   -0.400   -1.168   -1.436   -0.400    0.467    1.677    0.574    1.792    0.916
  56.80   10.986   11.022   11.025   -0.889   -0.260   -1.191   -0.889   -0.260    0.309    1.058    0.231    1.138    0.563
  56.85   11.002   11.046   11.046   -0.982    0.130   -1.175   -0.982    0.130   -0.152    1.153   -0.127    1.180    0.585
  56.90   10.915   11.001   11.005   -1.375    0.275   -1.262   -1.375    0.275   -0.348    1.735   -0.379    1.779    0.905
  56.95   10.968   11.055   11.059   -1.381    0.293   -1.209   -1.381    0.293   -0.355    1.670   -0.405    1.728    0.877
  57.00   10.925   10.989   10.992   -1.186    0.253   -1.252   -1.186    0.253   -0.317    1.485   -0.300    1.519    0.774
  57.05   10.731   10.814   10.820   -1.344    0.362   -1.446   -1.344    0.362   -0.524    1.944   -0.487    2.014    1.035
  57.10   11.069   11.123   11.135   -1.099    0.516   -1.108   -1.099    0.516   -0.572    1.218   -0.567    1.351    0.730
  57.15   10.746   10.775   10.810   -0.784    0.872   -1.431   -0.784    0.872   -1.247    1.121   -0.683    1.711    0.905
  57.20   10.712   10.754   10.771   -0.952    0.594   -1.465   -0.952    0.594   -0.870    1.395   -0.565    1.703    0.869
  57.25   10.886   10.977   10.993   -1.408    0.593   -1.291   -1.408    0.593   -0.765    1.817   -0.834    2.000    1.071
  57.30   10.966   11.064   11.070   -1.466    0.372   -1.211   -1.466    0.372   -0.450    1.775   -0.545    1.877    0.955
  57.35   10.794   10.927   10.930   -1.696    0.290   -1.383   -1.696    0.290   -0.401    2.345   -0.492    2.436    1.215
  57.40   11.206   11.303   11.308   -1.482    0.315   -0.971   -1.482    0.315   -0.306    1.439   -0.466    1.619    0.772
  57.45   11.195   11.280   11.292   -1.384    0.510   -0.982   -1.384    0.510   -0.501    1.359   -0.706    1.570    0.806
  57.50   11.204   11.262   11.275   -1.146    0.543   -0.973   -1.146    0.543   -0.529    1.115   -0.622    1.277    0.691
  57.55   11.206   11.225   11.278   -0.651    1.093   -0.971   -0.651    1.093   -1.061    0.632   -0.712    1.280    0.713
  57.60   10.900   10.931   10.977   -0.824    1.001   -1.277   -0.824    1.001   -1.278    1.053   -0.825    1.656    0.925
  57.65   10.665   10.687   10.718   -0.692    0.804   -1.512   -0.692    0.804   -1.216    1.047   -0.557    1.706    0.849
  57.70   10.783   10.788   10.818   -0.325    0.807   -1.394   -0.325    0.807   -1.125    0.453   -0.262    1.351    0.621
  57.75   10.846   10.846   10.895   -0.034    1.033   -1.331   -0.034    1.033   -1.375    0.046   -0.035    1.420    0.688
  57.80   10.831   10.838   10.866   -0.390    0.777   -1.346   -0.390    0.777   -1.045    0.525   -0.303    1.283    0.604
  57.85   10.962   10.962   11.006   -0.104    0.986   -1.215   -0.104    0.986   -1.199    0.127   -0.103    1.231    0.605
  57.90   11.303   11.303   11.336   -0.026    0.863   -0.874   -0.026    0.863   -0.754    0.023   -0.022    0.754    0.377
  57.95   11.177   11.177   11.220   -0.037    0.975   -1.000   -0.037    0.975   -0.975    0.037   -0.036    0.976    0.488
  58.00   11.224   11.226   11.260   -0.186    0.878   -0.953   -0.186    0.878   -0.836    0.177   -0.163    0.856    0.435
  58.05   11.291   11.295   11.324   -0.279    0.822   -0.886   -0.279    0.822   -0.728    0.248   -0.230    0.769    0.401
  58.10   11.342   11.347   11.359   -0.326    0.518   -0.835   -0.326    0.518   -0.432    0.272   -0.169    0.536    0.269
  58.15   11.287   11.291   11.320   -0.322    0.809   -0.890   -0.322    0.809   -0.720    0.287   -0.261    0.776    0.409
  58.20   11.287   11.321   11.345   -0.879    0.735   -0.890   -0.879    0.735   -0.655    0.782   -0.646    1.053    0.604
  58.25   11.141   11.173   11.201   -0.853    0.782   -1.036   -0.853    0.782   -0.810    0.884   -0.667    1.206    0.686
  58.30   11.379   11.399   11.417   -0.676    0.649   -0.798   -0.676    0.649   -0.518    0.540   -0.439    0.758    0.434
  58.35   11.614   11.632   11.633   -0.636    0.152   -0.563   -0.636    0.152   -0.085    0.358   -0.097    0.372    0.190
  58.40   11.330   11.360   11.360   -0.821    0.048   -0.847   -0.821    0.048   -0.041    0.696   -0.039    0.697    0.349
  58.45   11.556   11.569   11.573   -0.546    0.315   -0.621   -0.546    0.315   -0.196    0.339   -0.172    0.392    0.214
  58.50   11.426   11.432   11.438   -0.384    0.365   -0.751   -0.384    0.365   -0.274    0.289   -0.140    0.422    0.211
  58.55   11.365   11.366   11.371   -0.150    0.349   -0.812   -0.150    0.349   -0.283    0.122   -0.052    0.402    0.156
  58.60   11.256   11.257   11.257   -0.132    0.050   -0.921   -0.132    0.050   -0.046    0.121   -0.007    0.434    0.065
  58.65   11.363   11.363   11.366    0.099   -0.275   -0.815    0.099   -0.275    0.224   -0.080   -0.027    0.374    0.120
  58.70   11.312   11.312   11.313   -0.131   -0.156   -0.865   -0.131   -0.156    0.135    0.113    0.020    0.395    0.089
  58.75   11.337   11.338   11.340    0.098   -0.235   -0.840    0.098   -0.235    0.197   -0.082   -0.023    0.385    0.107
  58.80   11.539   11.540   11.543    0.205   -0.252   -0.638    0.205   -0.252    0.161   -0.131   -0.052    0.257    0.107
  58.85   11.734   11.742   11.743    0.427   -0.123   -0.443    0.427   -0.123    0.054   -0.189   -0.052    0.197    0.102
  58.90   11.692   11.701   11.711    0.461   -0.491   -0.486    0.461   -0.491    0.238   -0.224   -0.226    0.344    0.199
  58.95   11.756   11.765   11.773    0.457   -0.430   -0.421    0.457   -0.430    0.181   -0.193   -0.197    0.286    0.165
  59.00   11.693   11.712   11.713    0.674   -0.138   -0.485    0.674   -0.138    0.067   -0.327   -0.093    0.354    0.173
  59.05   11.821   11.848   11.850    0.804   -0.214   -0.356    0.804   -0.214    0.076   -0.286   -0.172    0.410    0.171
  59.10   11.609   11.625   11.631    0.621   -0.345   -0.568    0.621   -0.345    0.196   -0.353   -0.214    0.414    0.228
  59.15   11.359   11.360   11.374    0.120   -0.576   -0.818    0.120   -0.576    0.471   -0.098   -0.069    0.507    0.243
  59.20   11.343   11.343   11.377   -0.028   -0.881   -0.834   -0.028   -0.881    0.735    0.023    0.025    0.736    0.368
  59.25   11.473   11.474   11.508   -0.101   -0.885   -0.704   -0.101   -0.885    0.623    0.071    0.089    0.644    0.317
  59.30   11.514   11.514   11.547   -0.048   -0.880   -0.663   -0.048   -0.880    0.583    0.032    0.042    0.608    0.293
  59.35   11.603   11.603   11.646   -0.096   -0.998   -0.574   -0.096   -0.998    0.573    0.055    0.095    0.667    0.292
  59.40   11.781   11.782   11.817    0.089   -0.908   -0.396    0.089   -0.908    0.359   -0.035   -0.081    0.494    0.185
  59.45   11.699   11.700   11.735    0.187   -0.905   -0.478    0.187   -0.905    0.433   -0.090   -0.169    0.541    0.237
  59.50   11.608   11.610   11.647    0.252   -0.927   -0.569    0.252   -0.927    0.528   -0.144   -0.234    0.624    0.298
  59.55   11.667   11.667   11.690   -0.012   -0.731   -0.510   -0.012   -0.731    0.373    0.006    0.009    0.398    0.187
  59.60   11.760   11.763   11.799   -0.272   -0.918   -0.417   -0.272   -0.918    0.383    0.114    0.250    0.546    0.236
  59.65   11.430   11.431   11.434   -0.105   -0.284   -0.747   -0.105   -0.284    0.212    0.079    0.030    0.325    0.114
  59.70   11.643   11.643   11.643   -0.073   -0.042   -0.535   -0.073   -0.042    0.023    0.039    0.003    0.146    0.023
  59.75   11.469   11.472   11.473   -0.245    0.142   -0.708   -0.245    0.142   -0.101    0.174   -0.035    0.291    0.102
  59.80   11.154   11.160   11.160   -0.351    0.111   -1.023   -0.351    0.111   -0.114    0.359   -0.039    0.591    0.189
  59.85   11.411   11.411   11.414    0.072    0.266   -0.766    0.072    0.266   -0.204   -0.056    0.019    0.332    0.106
  59.90   11.628   11.628   11.631    0.136    0.264   -0.549    0.136    0.264   -0.145   -0.075    0.036    0.195    0.084
  59.95   11.490   11.490   11.490   -0.018    0.062   -0.687   -0.018    0.062   -0.042    0.012   -0.001    0.238    0.022
  60.00   11.330   11.330   11.331    0.025    0.146   -0.847    0.025    0.146   -0.124   -0.021    0.004    0.369    0.063
  60.05   11.397   11.398   11.401    0.152    0.260   -0.780    0.152    0.260   -0.203   -0.119    0.040    0.350    0.119
  60.10   11.478   11.479   11.480    0.201    0.154   -0.700    0.201    0.154   -0.108   -0.141    0.031    0.277    0.090
  60.15   11.509   11.515   11.516    0.381    0.136   -0.668    0.381    0.136   -0.091   -0.254    0.052    0.305    0.138
  60.20   11.630   11.641   11.641    0.498   -0.093   -0.547    0.498   -0.093    0.051   -0.272   -0.046    0.278    0.140
  60.25   11.748   11.762   11.762    0.561   -0.132   -0.429    0.561   -0.132    0.057   -0.241   -0.074    0.258    0.129
  60.30   11.736   11.751   11.757    0.608   -0.350   -0.441    0.608   -0.350    0.155   -0.268   -0.213    0.344    0.188
  60.35   11.709   11.724   11.727    0.591   -0.274   -0.468    0.591   -0.274    0.128   -0.277   -0.162    0.322    0.173
  60.40   11.838   11.858   11.861    0.693   -0.231   -0.339    0.693   -0.231    0.078   -0.235   -0.160    0.324    0.147
  60.45   11.679   11.707   11.718    0.809   -0.499   -0.498    0.809   -0.499    0.249   -0.403   -0.404    0.576    0.311
  60.50   11.706   11.767   11.768    1.192   -0.157   -0.471    1.192   -0.157    0.074   -0.561   -0.188    0.834    0.298
  60.55   11.758   11.813   11.814    1.140    0.157   -0.419    1.140    0.157   -0.066   -0.478    0.179    0.750    0.257
  60.60   11.506   11.515   11.515    0.457   -0.075   -0.671    0.457   -0.075    0.050   -0.307   -0.034    0.333    0.156
  60.65   11.523   11.538   11.540    0.605   -0.192   -0.654    0.605   -0.192    0.126   -0.396   -0.116    0.415    0.216
  60.70   11.810   11.836   11.837    0.787   -0.149   -0.367    0.787   -0.149    0.055   -0.289   -0.118    0.388    0.158
  60.75   11.969   12.009   12.010    0.974   -0.208   -0.208    0.974   -0.208    0.043   -0.203   -0.203    0.518    0.145
  60.80   11.839   11.891   11.894    1.103   -0.285   -0.338    1.103   -0.285    0.096   -0.372   -0.314    0.706    0.248
  60.85   11.805   11.839   11.849    0.900   -0.482   -0.372    0.900   -0.482    0.180   -0.335   -0.434    0.590    0.288
  60.90   11.722   11.757   11.789    0.914   -0.865   -0.455    0.914   -0.865    0.394   -0.416   -0.791    0.895    0.488
  60.95   11.768   11.799   11.856    0.851   -1.168   -0.409    0.851   -1.168    0.478   -0.348   -0.993    1.127    0.578
  61.00   11.582   11.595   11.642    0.548   -1.036   -0.595    0.548   -1.036    0.616   -0.326   -0.567    0.863    0.449
  61.05   11.648   11.666   11.700    0.659   -0.891   -0.529    0.659   -0.891    0.472   -0.349   -0.587    0.754    0.415
  61.10   11.565   11.579   11.603    0.567   -0.741   -0.612    0.567   -0.741    0.453   -0.347   -0.420    0.623    0.354
  61.15   11.521   11.542   11.583    0.707   -0.969   -0.656    0.707   -0.969    0.636   -0.464   -0.685    0.935    0.522
  61.20   11.511   11.529   11.551    0.642   -0.706   -0.666    0.642   -0.706    0.470   -0.428   -0.453    0.677    0.390
  61.25   11.355   11.378   11.395    0.720   -0.636   -0.822    0.720   -0.636    0.523   -0.592   -0.458    0.800    0.457
  61.30   11.265   11.299   11.333    0.882   -0.873   -0.912    0.882   -0.873    0.797   -0.805   -0.771    1.187    0.685
  61.35   11.136   11.154   11.180    0.624   -0.765   -1.041    0.624   -0.765    0.796   -0.650   -0.477    1.029    0.567
  61.40   10.932   10.932   10.963   -0.049   -0.813   -1.245   -0.049   -0.813    1.012    0.060    0.039    1.106    0.507
  61.45   11.020   11.020   11.036   -0.027   -0.595   -1.157   -0.027   -0.595    0.689    0.031    0.016    0.847    0.345
  61.50   11.203   11.203   11.220    0.053   -0.623   -0.974    0.053   -0.623    0.607   -0.052   -0.033    0.670    0.305
  61.55   11.181   11.185   11.207    0.282   -0.696   -0.996    0.282   -0.696    0.693   -0.281   -0.196    0.778    0.387
  61.60   11.138   11.143   11.178    0.306   -0.892   -1.039    0.306   -0.892    0.927   -0.318   -0.273    0.984    0.508
  61.65   11.153   11.176   11.207    0.730   -0.823   -1.024    0.730   -0.823    0.843   -0.748   -0.601    1.130    0.639
  61.70   11.356   11.387   11.407    0.848   -0.675   -0.821    0.848   -0.675    0.554   -0.697   -0.573    0.925    0.529
